question,answers,correct_answers
"**Читання й аналіз тексту**


**Проаналізуйте текст (***цифри в дужках позначають номери абзаців***)

і виконайте завдання до нього**


**Текст А**


**Відходи**


(1) Використання сміття як вторинної сировини в розвинених країнах уже давно стало нормою. Там практично всі відходи є цінним ресурсом, а кількість непотребу на звалищах і переробних заводах мінімальна. Наприклад, багато європейських організацій веде документацію на аркушах, виготовлених з макулатури. Якість їх дещо гірша та й вартість поки що вища, ніж звичайних, однак так можна зберегти чимало деревини. Якщо ж з’явиться тенденція до зростання попиту на цю продукцію, то такий папір стане дешевшим.


(2) Як свідчить практика європейських країн, єдиний раціональний шлях подолання проблем, пов’язаних з накопиченням відходів, – розподіл і подальше використання їх. Обов’язковою умовою ефективної переробки сміття є його сортування, що підвищує продуктивність застосування вторинної сировини: за роздільного збирання непотребу із загальної кількості його можна вилучити до 70–80 % корисних ресурсів, а без нього – лише близько 15 %.


(3) Найбільш ефективним є сортування сміття за місцем утворення його, тобто для побутових відходів це розподіл їх власне населенням. На жаль, поки що більшість громадян в Україні до цього не готова, адже вдома потрібно мати кілька ємностей для різних категорій потенційної вторинної сировини, а обивателям простіше все викидати в одне відро чи бак, аніж скласти окремо скляні пляшки чи макулатуру.


(4) Та й влада не поспішає вирішувати цю проблему. Чиновники пояснюють свою незацікавленість низькою екологічною свідомістю людей і небажанням останніх сортувати сміття: мовляв, розподіл відходів не дасть результатів, оскільки більшість жителів усе одно не робитиме цього. Прикриваючись такою відмовкою, можновладці не вживають заходів щодо усвідомлення громадянами складної ситуації з довкіллям. Хоча загальнонаціональна інформаційна кампанія, а також різноманітні способи заохочення населення й організацій, що сортують непотріб, без сумніву, мали б позитивні наслідки.


(5) Цілком зрозуміло, що для того, хто бере на себе ініціативу запровадження роздільного збирання відходів, крім екологічного складника, важливою, а часто й першочерговою є економічна вигода. Головною ж перешкодою є досить низькі закупівельні ціни на вторинну сировину. Тому й на цьому етапі необхідна допомога держави.


*За матеріалами інтернет-джерел*


**Текст Б**


(6) Справді успішними щодо переробки відходів можна вважати шведів. Усе почалося ще в 1970-ті роки. Тоді країна із суворим кліматом цілком залежала від імпорту природного газу, тому було вирішено змінити енергетичну ситуацію. Учені й політики з’ясували, що кожен мешканець «виробляє» близько півтора кілограма сміття за день, а чотири тонни побутового непотребу з надлишком компенсують використання однієї тонни нафти. Нескладні розрахунки підказали єдине правильне рішення – і держава серйозно взялася за переробку відходів.


(7) Нині у Швеції пріоритетом є не знищення сміття, а повторне використання його. Місцеві домогосподарства окремо збирають газети, пластик, метал, скло, електричні прилади, лампочки, батарейки. Також у спеціальні мішки складають залишки їжі. Важливо, що в цій країні населення сумлінно сортує відходи. Уряд лише проводить інформаційні кампанії, спрямовані на популяризацію ідеї роздільного збирання непотребу.


(8) Далі відсортоване сміття переробляють по-різному: газети перетворюють на паперову масу, пляшки використовують повторно або переплавляють на нові елементи, пластикові контейнери стають пластичною сировиною, залишки їжі компостують, щоб отримати з них добриво чи біогаз. Саме ним потім заправляють громадський транспорт. Крім того, відходи – відносно дешеве паливо, а місцеві науковці винайшли ефективну й прибуткову технологію перетворення побутового сміття на електроенергію. Ця держава навіть імпортує понад 700 тисяч тонн непотребу з інших країн. Утилізація твердих залишків забезпечує 20 % тепла в тутешніх будинках. Сьогодні так опалюють майже 900 тисяч домогосподарств.


(9) У Швеції функціонують 30 електростанцій, що спалюють 5,5 млн тонн відходів за рік. Попіл становить 15 % від початкової маси, його сортують і відправляють на переробку. Залишки просівають, щоб вилучити гравій, який використовують у дорожньому будівництві. Наприкінці лише 1 % непотребу поповнює звалища. Дим від сміттєспалювальних заводів містить 99,9 % нетоксичного двоокису вуглецю й води, однак і його в цій країні очищують. Шлак, отриманий під час цього процесу, використовують для заповнення покинутих шахт.


(10) Одного разу шведи захотіли зробити свою країну енергетично незалежною, а в результаті досягли не лише цього, а й екологічної безпеки, підвищили рівень чистоти довкілля.


*За М. Мордовцевим*


Спільними ключовими поняттями для обох текстів є","[{'marker': 'А', 'text': 'відходи, сортування сміття, повторне використання'}, {'marker': 'Б', 'text': 'сміттєзвалище, спалювання, екологічна свідомість'}, {'marker': 'В', 'text': ' сміттєпереробний завод, енергія, електростанція'}, {'marker': 'Г', 'text': 'населення, енергетична незалежність, технологія'}]",['А']
"**Читання й аналіз тексту**


**Проаналізуйте текст (***цифри в дужках позначають номери абзаців***)

і виконайте завдання до нього**


**Текст А**


**Відходи**


(1) Використання сміття як вторинної сировини в розвинених країнах уже давно стало нормою. Там практично всі відходи є цінним ресурсом, а кількість непотребу на звалищах і переробних заводах мінімальна. Наприклад, багато європейських організацій веде документацію на аркушах, виготовлених з макулатури. Якість їх дещо гірша та й вартість поки що вища, ніж звичайних, однак так можна зберегти чимало деревини. Якщо ж з’явиться тенденція до зростання попиту на цю продукцію, то такий папір стане дешевшим.


(2) Як свідчить практика європейських країн, єдиний раціональний шлях подолання проблем, пов’язаних з накопиченням відходів, – розподіл і подальше використання їх. Обов’язковою умовою ефективної переробки сміття є його сортування, що підвищує продуктивність застосування вторинної сировини: за роздільного збирання непотребу із загальної кількості його можна вилучити до 70–80 % корисних ресурсів, а без нього – лише близько 15 %.


(3) Найбільш ефективним є сортування сміття за місцем утворення його, тобто для побутових відходів це розподіл їх власне населенням. На жаль, поки що більшість громадян в Україні до цього не готова, адже вдома потрібно мати кілька ємностей для різних категорій потенційної вторинної сировини, а обивателям простіше все викидати в одне відро чи бак, аніж скласти окремо скляні пляшки чи макулатуру.


(4) Та й влада не поспішає вирішувати цю проблему. Чиновники пояснюють свою незацікавленість низькою екологічною свідомістю людей і небажанням останніх сортувати сміття: мовляв, розподіл відходів не дасть результатів, оскільки більшість жителів усе одно не робитиме цього. Прикриваючись такою відмовкою, можновладці не вживають заходів щодо усвідомлення громадянами складної ситуації з довкіллям. Хоча загальнонаціональна інформаційна кампанія, а також різноманітні способи заохочення населення й організацій, що сортують непотріб, без сумніву, мали б позитивні наслідки.


(5) Цілком зрозуміло, що для того, хто бере на себе ініціативу запровадження роздільного збирання відходів, крім екологічного складника, важливою, а часто й першочерговою є економічна вигода. Головною ж перешкодою є досить низькі закупівельні ціни на вторинну сировину. Тому й на цьому етапі необхідна допомога держави.


*За матеріалами інтернет-джерел*


**Текст Б**


(6) Справді успішними щодо переробки відходів можна вважати шведів. Усе почалося ще в 1970-ті роки. Тоді країна із суворим кліматом цілком залежала від імпорту природного газу, тому було вирішено змінити енергетичну ситуацію. Учені й політики з’ясували, що кожен мешканець «виробляє» близько півтора кілограма сміття за день, а чотири тонни побутового непотребу з надлишком компенсують використання однієї тонни нафти. Нескладні розрахунки підказали єдине правильне рішення – і держава серйозно взялася за переробку відходів.


(7) Нині у Швеції пріоритетом є не знищення сміття, а повторне використання його. Місцеві домогосподарства окремо збирають газети, пластик, метал, скло, електричні прилади, лампочки, батарейки. Також у спеціальні мішки складають залишки їжі. Важливо, що в цій країні населення сумлінно сортує відходи. Уряд лише проводить інформаційні кампанії, спрямовані на популяризацію ідеї роздільного збирання непотребу.


(8) Далі відсортоване сміття переробляють по-різному: газети перетворюють на паперову масу, пляшки використовують повторно або переплавляють на нові елементи, пластикові контейнери стають пластичною сировиною, залишки їжі компостують, щоб отримати з них добриво чи біогаз. Саме ним потім заправляють громадський транспорт. Крім того, відходи – відносно дешеве паливо, а місцеві науковці винайшли ефективну й прибуткову технологію перетворення побутового сміття на електроенергію. Ця держава навіть імпортує понад 700 тисяч тонн непотребу з інших країн. Утилізація твердих залишків забезпечує 20 % тепла в тутешніх будинках. Сьогодні так опалюють майже 900 тисяч домогосподарств.


(9) У Швеції функціонують 30 електростанцій, що спалюють 5,5 млн тонн відходів за рік. Попіл становить 15 % від початкової маси, його сортують і відправляють на переробку. Залишки просівають, щоб вилучити гравій, який використовують у дорожньому будівництві. Наприкінці лише 1 % непотребу поповнює звалища. Дим від сміттєспалювальних заводів містить 99,9 % нетоксичного двоокису вуглецю й води, однак і його в цій країні очищують. Шлак, отриманий під час цього процесу, використовують для заповнення покинутих шахт.


(10) Одного разу шведи захотіли зробити свою країну енергетично незалежною, а в результаті досягли не лише цього, а й екологічної безпеки, підвищили рівень чистоти довкілля.


*За М. Мордовцевим*


Інформацію з *тексту **Б*** автор *тексту **А*** міг би використати для обґрунтування всіх позицій, ОКРІМ","[{'marker': 'А', 'text': 'Розподіл сміття є обов’язковою умовою подальшої переробки його.'}, {'marker': 'Б', 'text': 'Питання переробки відходів має стати частиною внутрішньої політики держави.'}, {'marker': 'В', 'text': 'Подолати проблему накопичення сміття можна лише шляхом безпечного захоронення його.'}, {'marker': 'Г', 'text': 'У роздільному збиранні відходів важливою, а часто й головною є економічна вигода.'}]",['В']
"**Читання й аналіз тексту**


**Проаналізуйте текст (***цифри в дужках позначають номери абзаців***)

і виконайте завдання до нього**


**Текст А**


**Відходи**


(1) Використання сміття як вторинної сировини в розвинених країнах уже давно стало нормою. Там практично всі відходи є цінним ресурсом, а кількість непотребу на звалищах і переробних заводах мінімальна. Наприклад, багато європейських організацій веде документацію на аркушах, виготовлених з макулатури. Якість їх дещо гірша та й вартість поки що вища, ніж звичайних, однак так можна зберегти чимало деревини. Якщо ж з’явиться тенденція до зростання попиту на цю продукцію, то такий папір стане дешевшим.


(2) Як свідчить практика європейських країн, єдиний раціональний шлях подолання проблем, пов’язаних з накопиченням відходів, – розподіл і подальше використання їх. Обов’язковою умовою ефективної переробки сміття є його сортування, що підвищує продуктивність застосування вторинної сировини: за роздільного збирання непотребу із загальної кількості його можна вилучити до 70–80 % корисних ресурсів, а без нього – лише близько 15 %.


(3) Найбільш ефективним є сортування сміття за місцем утворення його, тобто для побутових відходів це розподіл їх власне населенням. На жаль, поки що більшість громадян в Україні до цього не готова, адже вдома потрібно мати кілька ємностей для різних категорій потенційної вторинної сировини, а обивателям простіше все викидати в одне відро чи бак, аніж скласти окремо скляні пляшки чи макулатуру.


(4) Та й влада не поспішає вирішувати цю проблему. Чиновники пояснюють свою незацікавленість низькою екологічною свідомістю людей і небажанням останніх сортувати сміття: мовляв, розподіл відходів не дасть результатів, оскільки більшість жителів усе одно не робитиме цього. Прикриваючись такою відмовкою, можновладці не вживають заходів щодо усвідомлення громадянами складної ситуації з довкіллям. Хоча загальнонаціональна інформаційна кампанія, а також різноманітні способи заохочення населення й організацій, що сортують непотріб, без сумніву, мали б позитивні наслідки.


(5) Цілком зрозуміло, що для того, хто бере на себе ініціативу запровадження роздільного збирання відходів, крім екологічного складника, важливою, а часто й першочерговою є економічна вигода. Головною ж перешкодою є досить низькі закупівельні ціни на вторинну сировину. Тому й на цьому етапі необхідна допомога держави.


*За матеріалами інтернет-джерел*


**Текст Б**


(6) Справді успішними щодо переробки відходів можна вважати шведів. Усе почалося ще в 1970-ті роки. Тоді країна із суворим кліматом цілком залежала від імпорту природного газу, тому було вирішено змінити енергетичну ситуацію. Учені й політики з’ясували, що кожен мешканець «виробляє» близько півтора кілограма сміття за день, а чотири тонни побутового непотребу з надлишком компенсують використання однієї тонни нафти. Нескладні розрахунки підказали єдине правильне рішення – і держава серйозно взялася за переробку відходів.


(7) Нині у Швеції пріоритетом є не знищення сміття, а повторне використання його. Місцеві домогосподарства окремо збирають газети, пластик, метал, скло, електричні прилади, лампочки, батарейки. Також у спеціальні мішки складають залишки їжі. Важливо, що в цій країні населення сумлінно сортує відходи. Уряд лише проводить інформаційні кампанії, спрямовані на популяризацію ідеї роздільного збирання непотребу.


(8) Далі відсортоване сміття переробляють по-різному: газети перетворюють на паперову масу, пляшки використовують повторно або переплавляють на нові елементи, пластикові контейнери стають пластичною сировиною, залишки їжі компостують, щоб отримати з них добриво чи біогаз. Саме ним потім заправляють громадський транспорт. Крім того, відходи – відносно дешеве паливо, а місцеві науковці винайшли ефективну й прибуткову технологію перетворення побутового сміття на електроенергію. Ця держава навіть імпортує понад 700 тисяч тонн непотребу з інших країн. Утилізація твердих залишків забезпечує 20 % тепла в тутешніх будинках. Сьогодні так опалюють майже 900 тисяч домогосподарств.


(9) У Швеції функціонують 30 електростанцій, що спалюють 5,5 млн тонн відходів за рік. Попіл становить 15 % від початкової маси, його сортують і відправляють на переробку. Залишки просівають, щоб вилучити гравій, який використовують у дорожньому будівництві. Наприкінці лише 1 % непотребу поповнює звалища. Дим від сміттєспалювальних заводів містить 99,9 % нетоксичного двоокису вуглецю й води, однак і його в цій країні очищують. Шлак, отриманий під час цього процесу, використовують для заповнення покинутих шахт.


(10) Одного разу шведи захотіли зробити свою країну енергетично незалежною, а в результаті досягли не лише цього, а й екологічної безпеки, підвищили рівень чистоти довкілля.


*За М. Мордовцевим*


Найбільш важливою темою, яку розвивають автори обох текстів, є","[{'marker': 'А', 'text': 'Цілеспрямована політика влади та свідома участь населення в сортуванні сміття.'}, {'marker': 'Б', 'text': 'Необхідність визначення видів побутового сміття та інформування про це населення.'}, {'marker': 'В', 'text': 'Сортування відходів населенням залежить лише від ініціативи влади.'}, {'marker': 'Г', 'text': 'Допомога держави в регулюванні цінової політики на вторинну сировину.'}]",['А']
"**Читання й аналіз тексту**


**Проаналізуйте текст (***цифри в дужках позначають номери абзаців***)

і виконайте завдання до нього**


**Текст А**


**Відходи**


(1) Використання сміття як вторинної сировини в розвинених країнах уже давно стало нормою. Там практично всі відходи є цінним ресурсом, а кількість непотребу на звалищах і переробних заводах мінімальна. Наприклад, багато європейських організацій веде документацію на аркушах, виготовлених з макулатури. Якість їх дещо гірша та й вартість поки що вища, ніж звичайних, однак так можна зберегти чимало деревини. Якщо ж з’явиться тенденція до зростання попиту на цю продукцію, то такий папір стане дешевшим.


(2) Як свідчить практика європейських країн, єдиний раціональний шлях подолання проблем, пов’язаних з накопиченням відходів, – розподіл і подальше використання їх. Обов’язковою умовою ефективної переробки сміття є його сортування, що підвищує продуктивність застосування вторинної сировини: за роздільного збирання непотребу із загальної кількості його можна вилучити до 70–80 % корисних ресурсів, а без нього – лише близько 15 %.


(3) Найбільш ефективним є сортування сміття за місцем утворення його, тобто для побутових відходів це розподіл їх власне населенням. На жаль, поки що більшість громадян в Україні до цього не готова, адже вдома потрібно мати кілька ємностей для різних категорій потенційної вторинної сировини, а обивателям простіше все викидати в одне відро чи бак, аніж скласти окремо скляні пляшки чи макулатуру.


(4) Та й влада не поспішає вирішувати цю проблему. Чиновники пояснюють свою незацікавленість низькою екологічною свідомістю людей і небажанням останніх сортувати сміття: мовляв, розподіл відходів не дасть результатів, оскільки більшість жителів усе одно не робитиме цього. Прикриваючись такою відмовкою, можновладці не вживають заходів щодо усвідомлення громадянами складної ситуації з довкіллям. Хоча загальнонаціональна інформаційна кампанія, а також різноманітні способи заохочення населення й організацій, що сортують непотріб, без сумніву, мали б позитивні наслідки.


(5) Цілком зрозуміло, що для того, хто бере на себе ініціативу запровадження роздільного збирання відходів, крім екологічного складника, важливою, а часто й першочерговою є економічна вигода. Головною ж перешкодою є досить низькі закупівельні ціни на вторинну сировину. Тому й на цьому етапі необхідна допомога держави.


*За матеріалами інтернет-джерел*


**Текст Б**


(6) Справді успішними щодо переробки відходів можна вважати шведів. Усе почалося ще в 1970-ті роки. Тоді країна із суворим кліматом цілком залежала від імпорту природного газу, тому було вирішено змінити енергетичну ситуацію. Учені й політики з’ясували, що кожен мешканець «виробляє» близько півтора кілограма сміття за день, а чотири тонни побутового непотребу з надлишком компенсують використання однієї тонни нафти. Нескладні розрахунки підказали єдине правильне рішення – і держава серйозно взялася за переробку відходів.


(7) Нині у Швеції пріоритетом є не знищення сміття, а повторне використання його. Місцеві домогосподарства окремо збирають газети, пластик, метал, скло, електричні прилади, лампочки, батарейки. Також у спеціальні мішки складають залишки їжі. Важливо, що в цій країні населення сумлінно сортує відходи. Уряд лише проводить інформаційні кампанії, спрямовані на популяризацію ідеї роздільного збирання непотребу.


(8) Далі відсортоване сміття переробляють по-різному: газети перетворюють на паперову масу, пляшки використовують повторно або переплавляють на нові елементи, пластикові контейнери стають пластичною сировиною, залишки їжі компостують, щоб отримати з них добриво чи біогаз. Саме ним потім заправляють громадський транспорт. Крім того, відходи – відносно дешеве паливо, а місцеві науковці винайшли ефективну й прибуткову технологію перетворення побутового сміття на електроенергію. Ця держава навіть імпортує понад 700 тисяч тонн непотребу з інших країн. Утилізація твердих залишків забезпечує 20 % тепла в тутешніх будинках. Сьогодні так опалюють майже 900 тисяч домогосподарств.


(9) У Швеції функціонують 30 електростанцій, що спалюють 5,5 млн тонн відходів за рік. Попіл становить 15 % від початкової маси, його сортують і відправляють на переробку. Залишки просівають, щоб вилучити гравій, який використовують у дорожньому будівництві. Наприкінці лише 1 % непотребу поповнює звалища. Дим від сміттєспалювальних заводів містить 99,9 % нетоксичного двоокису вуглецю й води, однак і його в цій країні очищують. Шлак, отриманий під час цього процесу, використовують для заповнення покинутих шахт.


(10) Одного разу шведи захотіли зробити свою країну енергетично незалежною, а в результаті досягли не лише цього, а й екологічної безпеки, підвищили рівень чистоти довкілля.


*За М. Мордовцевим*


Автори обох текстів, імовірно, НЕ ПОГОДИЛИСЯ б із твердженням","[{'marker': 'А', 'text': 'Доречно підвищувати екологічну свідомість населення.'}, {'marker': 'Б', 'text': 'Необхідно проводити загальнонаціональні інформаційні кампанії.'}, {'marker': 'В', 'text': 'Варто стимулювати сортування та переробку вторинної сировини.'}, {'marker': 'Г', 'text': 'Потрібно поважати небажання людей сортувати побутові відходи.'}]",['Г']
"В уривку


***Да яворинка упала, да когось вона вбила,

Да убила вона вдовиного сина.

Да лежить син неділю, да лежить син другую,

Да й на третю неділю вилетіли три зозулі:

Да й що одна біленька – то моя миленька,

Да й що друга біліша – то сестра рідніша,

Да й що третя сивенька – то моя ненька***


є образи, наявні також у творі","[{'marker': 'А', 'text': '«Засвіт встали козаченьки»'}, {'marker': 'Б', 'text': '«Дума про Марусю Богуславку»'}, {'marker': 'В', 'text': '«Ой Морозе, Морозенку»'}, {'marker': 'Г', 'text': '«Ой летіла стріла»'}, {'marker': 'Д', 'text': '«Віють вітри, віють буйні»'}]",['Г']
"***О, якби в дурні мені не пошитись,

Щоб без свободи не міг я лишитись, –***


переймається ліричний герой твору","[{'marker': 'А', 'text': 'Василя Стуса'}, {'marker': 'Б', 'text': 'Григорія Сковороди'}, {'marker': 'В', 'text': 'Івана Котляревського'}, {'marker': 'Г', 'text': 'Тараса Шевченка'}, {'marker': 'Д', 'text': 'Івана Франка'}]",['Б']
Історія кохання безіменного вояка й словацької дівчини Терези – тема твору,"[{'marker': 'А', 'text': '«Тигролови»'}, {'marker': 'Б', 'text': '«Модри Камень»'}, {'marker': 'В', 'text': ' «Я (Романтика)»'}, {'marker': 'Г', 'text': '«Три зозулі з поклоном»'}, {'marker': 'Д', 'text': ' «Valse mеRlancolique»'}]",['Б']
"«Обурений Яків де Бальмен малює карикатуру. На передньому плані величезна афіша з написом “Соте й останнє підкорення Кавказу”, а нижче дрібнішими літерами: “Великий спектакль перед походом генералів”»,*** – сказано про художника, якому присвячено твір","[{'marker': 'А', 'text': 'Пантелеймона Куліша'}, {'marker': 'Б', 'text': ' Івана Нечуя-Левицького'}, {'marker': 'В', 'text': 'Ольги Кобилянської'}, {'marker': 'Г', 'text': 'Тараса Шевченка'}, {'marker': 'Д', 'text': 'Лесі Українки'}]",['Г']
"***Думою тугу розвіюю, / щоб був я завжди такий, /

яким мене мати вродила / і благословила в світи, –***


благає Господа ліричний герой поезії","[{'marker': 'А', 'text': 'Василя Голобородька'}, {'marker': 'Б', 'text': 'Дмитра Павличка'}, {'marker': 'В', 'text': 'Василя Стуса'}, {'marker': 'Г', 'text': 'Андрія Малишка'}, {'marker': 'Д', 'text': 'Василя Симоненка'}]",['В']
"«Та й бриклива ж ти, Мотре, хоч я тебе колись любив за той перець. Вже дуже наперчила!» – докоряє дружині персонаж твору","[{'marker': 'А', 'text': 'Івана Котляревського'}, {'marker': 'Б', 'text': 'Пантелеймона Куліша'}, {'marker': 'В', 'text': 'Івана Нечуя-Левицького'}, {'marker': 'Г', 'text': 'Панаса Мирного'}, {'marker': 'Д', 'text': 'Івана Карпенка-Карого'}]",['В']
"Вислів «Воли в ярмі, та й ті ревуть, а то щоб душа християнська всяку догану, всяку кривду терпіла й не озвалась!» суголосний з назвою","[{'marker': 'А', 'text': 'пригодницького роману'}, {'marker': 'Б', 'text': 'історичного роману'}, {'marker': 'В', 'text': 'урбаністичного роману'}, {'marker': 'Г', 'text': 'роману у віршах'}, {'marker': 'Д', 'text': 'соціально-психологічного роману'}]",['Д']
У формі спогадів написано обидва твори в рядку,"[{'marker': 'А', 'text': '«Майстер корабля» і «Місто»'}, {'marker': 'Б', 'text': '«Тигролови» і «Зачарована Десна»'}, {'marker': 'В', 'text': '«Модри Камень» і «Тигролови»'}, {'marker': 'Г', 'text': '«Місто» і «Модри Камень»'}, {'marker': 'Д', 'text': '«Майстер корабля» і «Зачарована Десна»'}]",['Д']
"Не захотів «***вертатись на сталінську “родіну” тому, що підлість, цинізм і жорстокість більшовиків не знає меж***» автор твору, де персонажами є","[{'marker': 'А', 'text': 'доктор Тагабат і комунар Андрюша'}, {'marker': 'Б', 'text': ' Григорій Многогрішний і Наталка Сірко'}, {'marker': 'В', 'text': 'Степан Радченко й Зоська'}, {'marker': 'Г', 'text': 'Софія Дорошенко й Марта'}, {'marker': 'Д', 'text': 'Мокій Мазайло й Уля Розсоха'}]",['Б']
"«Гуцульщина вимальовується перед нами такою, якою її бачили самі гуцули, які глибоко вірили, ніби природа одухотворена, жива, дійова, вся заселена злими чи добрими духами»,*** – сказано про твір","[{'marker': 'А', 'text': 'Лесі Українки'}, {'marker': 'Б', 'text': 'Івана Нечуя-Левицького'}, {'marker': 'В', 'text': 'Михайла Коцюбинського'}, {'marker': 'Г', 'text': 'Василя Стефаника'}, {'marker': 'Д', 'text': 'Юрія Яновського'}]",['В']
Маніфестом українського модернізму літературознавці називають твір,"[{'marker': 'А', 'text': '«De libertate»'}, {'marker': 'Б', 'text': '«Зачарована Десна»'}, {'marker': 'В', 'text': '«Заповіт»'}, {'marker': 'Г', 'text': '«Valse mеlancolique»'}, {'marker': 'Д', 'text': '«Ти знаєш, що ти – людина?»'}]",['Г']
Сільську ідилію «теплих днів збирання винограду» зобразив автор рядків,"[{'marker': 'А', 'text': '«Ви знаєте, як сплять старі гаї?– / Вони все бачать крізь тумани»'}, {'marker': 'Б', 'text': '«Її він стрів. На мулах нешвидких / Вона верталась із ясного саду»'}, {'marker': 'В', 'text': '«І в дорогу далеку ти мене на зорі проводжала»'}, {'marker': 'Г', 'text': '«Він вилазив на грушу, / і рвав у пазуху гнилиці»'}, {'marker': 'Д', 'text': '«Чому ж стоїш без руху ти, / Коли ввесь світ співає?»'}]",['Б']
