area,rot-agree,rot-categorization,rot-moral-foundations,rot-judgment,action,action-moral-judgment,action-legal,label,action_ukr
amitheasshole,4.0,morality-ethics|social-norms,care-harm|fairness-cheating,You should,being considerate of your neighbors when you are making noise.,2.0,legal,2,"дбайливо ставитися до своїх сусідів, коли ви шумите."
rocstories,4.0,social-norms,care-harm|fairness-cheating,expected,being considerate of your neighbors.,0.0,legal,1,дбайливо ставитися до своїх сусідів.
amitheasshole,4.0,social-norms,care-harm|fairness-cheating,It is expected,being courteous of roommates,0.0,legal,1,бути ввічливим до сусідів по кімнаті.
amitheasshole,4.0,social-norms,care-harm,you should,being courteous when you are a guest.,1.0,legal,2,"бути ввічливим, коли ви гість."
dearabby,4.0,morality-ethics|social-norms,care-harm|sanctity-degradation,you should not,being cruel to animals.,-1.0,illegal,0,жорстоке поводження з тваринами.
dearabby,4.0,morality-ethics,care-harm,shouldn't,being cruel to people.,-2.0,legal,0,бути жорстоким до людей.
confessions,4.0,social-norms,care-harm,It's wrong,"being demanding, annoying, and abusive to someone trying to help you.",-2.0,legal,0,"бути вимогливим, дратівливим і образливим до того, хто намагається вам допомогти."
rocstories,4.0,morality-ethics|social-norms,care-harm|sanctity-degradation,you shouldn't,being destructive.,-2.0,tolerated,0,бути руйнівним.
confessions,4.0,advice,care-harm,It is okay,being different.,0.0,legal,1,бути різними.
rocstories,4.0,description,care-harm,It's okay,being disappointed about things.,0.0,legal,1,розчарувавшись у речах.
rocstories,4.0,description,care-harm|loyalty-betrayal,it's okay,being disappointed when the person you were calling doesn't answer.,0.0,,1,"бути розчарованим, коли людина, на яку ви телефонували, не відповідає."
rocstories,4.0,social-norms|description,care-harm,It's okay,being disappointed when you didn't win what you expected.,0.0,legal,1,"бути розчарованим, коли ти не виграв того, чого очікував."
confessions,4.0,advice,care-harm,It's wrong,being dishonest about your well-being.,-1.0,legal,0,бути нечесним щодо вашого благополуччя.
confessions,4.0,morality-ethics,care-harm,it's morally wrong,being disloyal to your partner.,-2.0,tolerated,0,бути нелояльним до свого партнера.
amitheasshole,4.0,morality-ethics|social-norms,care-harm,it's wrong,being disrespectful to a person you care about's family.,-1.0,legal,0,"бути нешанобливим до сім'ї людини, про яку ви дбаєте."
amitheasshole,4.0,social-norms|advice,care-harm|authority-subversion,You shouldn't,being disruptive during class.,-1.0,legal,0,порушувати порядок під час занять.
dearabby,4.0,advice,care-harm|loyalty-betrayal,you shouldn't,being distant toward your partner.,-1.0,legal,0,бути віддаленим від свого партнера.
amitheasshole,4.0,social-norms,care-harm,It is okay,being emotional after a loved one dies,0.0,legal,1,"бути емоційним після того, як помирає кохана людина."
dearabby,4.0,morality-ethics,care-harm|authority-subversion,It's wrong,being emotionally abusive to your children.,-2.0,legal,0,бути емоційно жорстоким до своїх дітей.
confessions,4.0,morality-ethics,care-harm,shouldn't,being emotionally abusive to your ex partner.,-1.0,legal,0,бути емоційно жорстоким до свого колишнього партнера.
confessions,4.0,description,care-harm,It's understandable,being excited about communicating with a personal hero.,0.0,legal,1,схвильований від спілкування з особистим героєм.
confessions,4.0,morality-ethics,care-harm|sanctity-degradation,It is wrong,being excited about harming others.,-2.0,legal,0,будучи схвильованим про заподіяння шкоди іншим.
dearabby,4.0,advice,care-harm,are allowed,being excited at the prospect of a deal.,0.0,legal,1,схвильований перспективою угоди.
rocstories,4.0,social-norms,care-harm|authority-subversion,It is good,being excited when your kid gives you something.,1.0,legal,2,"бути схвильованим, коли ваша дитина дає вам щось."
rocstories,4.0,social-norms|description,care-harm,It's okay,being exhausted when you've been really busy.,0.0,legal,1,"бути виснаженим, коли ви дійсно зайняті."
amitheasshole,4.0,social-norms,care-harm|fairness-cheating,You shouldn't,being expected to cancel plans that you have already made.,-1.0,legal,0,"очікується, що ви скасуєте плани, які ви вже зробили."
amitheasshole,4.0,social-norms,care-harm,It's bad,being forgetful about important promises.,-1.0,legal,0,забуваючи про важливі обіцянки.
amitheasshole,4.0,social-norms,care-harm,It's good,being friendly to neighbors.,1.0,legal,2,бути доброзичливим до сусідів.
confessions,4.0,social-norms,care-harm,it's good,being friendly with others.,1.0,legal,2,бути доброзичливим до інших.
amitheasshole,4.0,advice,care-harm,You are not obligated to,being friends with anyone,-1.0,legal,0,дружити з ким-небудь.
rocstories,4.0,social-norms|advice,care-harm,It's ok,being friends with people of opposite gender.,0.0,legal,1,дружити з людьми протилежної статі.
amitheasshole,4.0,advice,care-harm|loyalty-betrayal,You shouldn't,being friends with someone that excludes you.,-1.0,legal,0,"дружити з кимось, хто вас виключає."
confessions,4.0,advice,care-harm|loyalty-betrayal,shouldn't,being friends with someone who breaks your heart.,-1.0,legal,0,"бути друзями з тим, хто розбиває ваше серце."
confessions,4.0,social-norms,care-harm|loyalty-betrayal,shouldn't,being friends with someone who enjoys seeing you suffer.,-1.0,legal,0,"бути друзями з кимось, кому подобається бачити, як ви страждаєте."
amitheasshole,4.0,morality-ethics|advice,care-harm|loyalty-betrayal,You shouldn't,being friends with someone who excludes you.,-1.0,legal,0,"бути друзями з людиною, яка вас виключає."
amitheasshole,4.0,morality-ethics|advice,care-harm,shouldn't,being friends with someone who is rude to you.,-1.0,legal,0,"дружити з людиною, яка грубо поводиться з вами."
confessions,4.0,advice,care-harm,shouldn't,being friends with toxic people,-1.0,legal,0,дружити з токсичними людьми.
confessions,4.0,advice,care-harm,It's understandable,being frustrated by mental illness.,-1.0,legal,0,будучи розчарованим психічним захворюванням.
rocstories,4.0,description,care-harm,It's okay,being frustrated when you work on Amazon Mechanical Turk.,0.0,legal,1,"бути розчарованим, коли ви працюєте на Amazon Механічний Черепаха."
amitheasshole,4.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,It's okay,being furious when a friend has inappropriate contact with a sibling.,0.0,legal,1,"сердитися, коли друг має невідповідний контакт із братом чи сестрою."
amitheasshole,4.0,morality-ethics,care-harm,It's good,being generous.,2.0,legal,2,бути щедрим.
rocstories,4.0,advice,care-harm,It's important,being gentle when you wake someone up from a nap,0.0,legal,1,"бути ніжним, коли ви прокидаєте когось від дрімоти."
rocstories,4.0,description,care-harm,People do this,being glad when they improve at something,0.0,legal,1,"радіє, коли вони в чомусь вдосконалюються."
rocstories,4.0,social-norms|description,care-harm,it's okay,being glad when you have a good day.,0.0,legal,1,"радієш, коли у тебе гарний день."
rocstories,4.0,description,care-harm,It's good,being good at baking.,1.0,legal,2,добре володіє випічкою.
rocstories,4.0,morality-ethics|social-norms,care-harm|fairness-cheating,You should,being grateful for kindness from others.,0.0,legal,1,бути вдячним за доброту інших людей.
amitheasshole,4.0,social-norms,care-harm,You should,being grateful for your partner's help.,1.0,legal,2,бути вдячним за допомогу свого партнера.
dearabby,4.0,social-norms|advice,care-harm,it's good,being grateful when someone gives you a large tip.,1.0,legal,2,"бути вдячним, коли хтось дає вам велику пораду."
rocstories,4.0,social-norms|advice,care-harm,should,being grateful when your friend does things for you,0.0,legal,1,"бути вдячним, коли ваш друг робить для вас щось."
rocstories,4.0,social-norms|advice,care-harm|loyalty-betrayal,It is good,being happy about a new family member.,1.0,legal,2,радіти новому члену сім'ї.
rocstories,4.0,advice|description,care-harm,it is good,being happy about where you live.,1.0,legal,2,"бути щасливим, де ти живеш."
confessions,4.0,morality-ethics,care-harm|loyalty-betrayal,It is good,being happy for your boyfriend.,1.0,legal,2,бути щасливим за свого хлопця.
confessions,4.0,social-norms,care-harm,You should,being happy for your brother when he gets married.,2.0,legal,2,"бути щасливим за свого брата, коли він одружується."
amitheasshole,4.0,advice,care-harm,should,being happy if someone gives you a gift for Valentine's Day.,0.0,legal,1,"бути щасливим, якщо хтось подарує тобі подарунок на День Святого Валентина."
dearabby,4.0,social-norms,care-harm,It's understandable,being happy when your step children celebrate you.,0.0,legal,1,"бути щасливим, коли ваші прийомні діти святкують вас."
dearabby,4.0,social-norms,care-harm|loyalty-betrayal,good,being happy with your family.,1.0,legal,2,бути щасливим зі своєю сім'єю.
confessions,4.0,description,care-harm,is nice,being happy.,1.0,legal,2,бути щасливим.
confessions,4.0,description,care-harm,it's good,being healthy.,1.0,legal,2,бути здоровим.
amitheasshole,4.0,morality-ethics,care-harm,It's good,being helpful.,2.0,legal,2,бути корисним.
amitheasshole,4.0,morality-ethics,care-harm,It's understandable,being hesitant about supporting someone who you no longer have a relationship with.,0.0,legal,1,"вагаючись щодо підтримки когось, з ким у вас більше немає стосунків."
amitheasshole,4.0,advice,care-harm,It is important,being honest about your feelings.,0.0,legal,1,бути чесним щодо своїх почуттів.
amitheasshole,4.0,morality-ethics|social-norms,care-harm|fairness-cheating,You should,being honest about your sexual preferences to dates.,0.0,legal,1,бути чесним щодо своїх сексуальних уподобань до побачень.
amitheasshole,4.0,morality-ethics|advice,care-harm|loyalty-betrayal,It's good,being honest with a partner about yourself.,1.0,legal,2,бути чесним із партнером про себе.
amitheasshole,4.0,social-norms,care-harm|loyalty-betrayal,good,being honest with family members.,1.0,legal,2,бути чесним з членами сім'ї.
amitheasshole,4.0,morality-ethics,care-harm,It's good,being honest with friends.,1.0,legal,2,бути чесним із друзями.
amitheasshole,4.0,morality-ethics|advice,care-harm|loyalty-betrayal,You should,being honest with your family when you do not want them to do something.,1.0,legal,2,"бути чесним зі своєю сім'єю, коли ви не хочете, щоб вони щось робили."
amitheasshole,4.0,social-norms,care-harm,It is good,being honest with your girlfriend if you don't like the way she looks.,1.0,legal,2,"бути чесним зі своєю дівчиною, якщо вам не подобається, як вона виглядає."
amitheasshole,4.0,morality-ethics|advice,care-harm|loyalty-betrayal,it's good,being honest with your parents.,1.0,legal,2,бути чесним зі своїми батьками.
amitheasshole,4.0,morality-ethics,care-harm|loyalty-betrayal,expected,being honest with your partner.,0.0,legal,1,бути чесним зі своїм партнером.
confessions,4.0,morality-ethics,care-harm|loyalty-betrayal,it's expected,being honest with your relationship partner about your desire to be with others.,0.0,legal,1,бути чесним зі своїм партнером у стосунках щодо вашого бажання бути з іншими.
confessions,4.0,morality-ethics,care-harm,You can be expected,being honest with your romantic partner about your desire to break up.,0.0,legal,1,бути чесним зі своїм романтичним партнером щодо вашого бажання розлучитися.
rocstories,4.0,morality-ethics,care-harm,It's okay,being horrified when you have been kidnapped.,0.0,legal,1,"жахаючись, коли вас викрали."
confessions,4.0,advice,care-harm|loyalty-betrayal,It's good,being humble about the kind things you do for others.,2.0,legal,2,"бути скромним щодо добрих речей, які ви робите для інших."
amitheasshole,4.0,morality-ethics|description,care-harm,It is okay,being hurt after a traumatic incident.,0.0,legal,1,постраждати після травмуючого інциденту.
dearabby,4.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,It's okay,being hurt if your spouse cheats on you,0.0,legal,1,"постраждати, якщо ваш чоловік обманює вас."
confessions,4.0,description,care-harm|loyalty-betrayal,It's understandable,being hurt when your significant other breaks up with you.,0.0,legal,1,"постраждати, коли ваша друга половинка розлучається з вами."
confessions,4.0,description,care-harm|loyalty-betrayal,understandable,being hurt when your spouse isn't happy that you're pregnant.,0.0,legal,1,"постраждати, коли ваш чоловік не радий, що ви вагітні."
confessions,4.0,social-norms,care-harm,it's really bad,being hurtful towards your parents.,-2.0,tolerated,0,бути шкідливим по відношенню до своїх батьків.
rocstories,4.0,advice,care-harm|authority-subversion,you should,being in a hurry if you're having an emergency.,1.0,legal,2,"поспішаючи, якщо у вас виникла надзвичайна ситуація."
amitheasshole,4.0,morality-ethics|social-norms,care-harm|authority-subversion|sanctity-degradation,you shouldn't,being in a library if you're going to be noisy.,-1.0,tolerated,0,"перебуваючи в бібліотеці, якщо ви збираєтеся шуміти."
amitheasshole,4.0,social-norms,care-harm,it's good,being in a relationship where you are safe to ask for things.,1.0,legal,2,"перебуваючи у відносинах, де ви можете безпечно просити речі."
dearabby,4.0,description,care-harm,it's bad,being in an accident.,-1.0,legal,0,бути в аварії.
confessions,4.0,advice,care-harm,it's expected,being in happy and functional relationship,0.0,legal,1,перебування у щасливих та функціональних стосунках.
rocstories,4.0,description,care-harm|sanctity-degradation,It's okay,being in pain when you get hot coffee poured on you.,0.0,legal,1,"відчувати біль, коли вас обливають гарячою кавою."
confessions,4.0,advice,care-harm,It's good,being in touch with your feelings,1.0,legal,2,бути на зв'язку зі своїми почуттями.
rocstories,4.0,advice,care-harm,It's not ok,being inattentive when pouring.,-1.0,legal,0,бути неуважним під час наливання.
amitheasshole,4.0,advice,care-harm,shouldn't,being inconsiderate to your partner.,-1.0,legal,0,бути невдумливим до свого партнера.
confessions,4.0,advice,care-harm,It is good,being independent and self sufficient,1.0,legal,2,бути незалежною та самодостатньою.
amitheasshole,4.0,morality-ethics,care-harm,It is rude,being insulting to others.,-2.0,legal,0,ображати інших.
dearabby,4.0,morality-ethics|social-norms,care-harm|authority-subversion|sanctity-degradation,It's bad,being intoxicated when using dangerous weapons.,-1.0,illegal,0,бути в стані алкогольного сп'яніння під час використання небезпечної зброї.
dearabby,4.0,social-norms,care-harm|authority-subversion,it's good,being involved with your child even if you didn't plan on having them,1.0,legal,2,"брати участь у житті своєї дитини, навіть якщо ви не планували цього."
amitheasshole,4.0,morality-ethics,care-harm,it's unacceptable,being irresponsible with animals.,-2.0,legal,0,бути безвідповідальним по відношенню до тварин.
rocstories,4.0,description,care-harm|sanctity-degradation,allowed,being irritated when you have to clean up dog shit.,0.0,legal,1,"бути роздратованим, коли вам доводиться прибирати собачий лайно."
confessions,4.0,advice,care-harm|loyalty-betrayal,It's unhealthy,being jealous of other people,-1.0,legal,0,ревнощі до інших людей.
rocstories,4.0,morality-ethics,care-harm,should,being kind,1.0,legal,2,бути добрим.
amitheasshole,4.0,morality-ethics,care-harm,it's expected,being kind and generous to each other.,1.0,legal,2,бути добрими та щедрими один до одного.
amitheasshole,4.0,morality-ethics|social-norms,care-harm,It's good,being kind and understanding.,1.0,legal,2,бути добрим і розуміючим.
rocstories,4.0,morality-ethics,care-harm,It's good,being kind to animals and people.,1.0,legal,2,бути добрим до тварин і людей.
rocstories,4.0,advice,care-harm,It's good,being kind to others,1.0,legal,2,бути добрим до інших.
amitheasshole,4.0,social-norms,care-harm,People should,being kind to others.,1.0,legal,2,бути добрим до інших.
dearabby,4.0,morality-ethics|social-norms,care-harm,It's good,being kind to people.,1.0,legal,2,бути добрим до людей.
amitheasshole,4.0,morality-ethics,care-harm,should,being kind to someone even when you don't understand or approve of their life choices,0.0,legal,1,"бути добрим до когось, навіть якщо ти не розумієш або не схвалюєш їхнього життєвого вибору."
amitheasshole,4.0,morality-ethics,care-harm|authority-subversion,should,being kind to your children,0.0,legal,1,бути добрим до своїх дітей.
dearabby,4.0,morality-ethics,care-harm,You should,being kind to your loved ones.,0.0,legal,1,бути добрим до своїх близьких.
amitheasshole,4.0,morality-ethics|social-norms,care-harm,it's good,being kind to your neighbor.,1.0,legal,2,бути добрим до свого ближнього.
confessions,4.0,morality-ethics|description,care-harm|sanctity-degradation,It's wrong,being lazy and not even making an effort anymore.,-1.0,legal,0,лінується і навіть більше не докладає зусиль.
confessions,4.0,morality-ethics,care-harm,It's wrong to,being lazy.,-1.0,legal,0,лінуватися.
confessions,4.0,advice,care-harm,You shouldn't,being like your siblings when they are bad influences,-1.0,tolerated,0,"бути схожим на своїх братів і сестер, коли вони погано впливають."
amitheasshole,4.0,description,care-harm,It's understandable,being lonely while your spouse is working overseas.,0.0,legal,1,"бути самотнім, поки ваш чоловік працює за кордоном."
amitheasshole,4.0,morality-ethics,care-harm|fairness-cheating,It's rude,being loud around others.,-1.0,legal,0,бути голосним навколо інших.
dearabby,4.0,social-norms,care-harm,It is rude,being loud in public and disrupting others.,-1.0,legal,0,голосно розмовляти в громадських місцях і порушувати інших.
amitheasshole,4.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,It's reasonable,being mad at a parent.,0.0,legal,1,бути скаженим на батька.
confessions,4.0,description,care-harm|loyalty-betrayal,It is good,being married to one you love,1.0,legal,2,"бути одруженим з тим, кого ти любиш."
rocstories,4.0,morality-ethics|social-norms,care-harm,You should not,being mean to other people,-1.0,legal,0,бути корисним для інших людей.
amitheasshole,4.0,morality-ethics,care-harm,it's wrong,being mean to people that are in a situation that they can't help.,-1.0,legal,0,"бути людиною для людей, які перебувають у ситуації, якій вони не можуть допомогти."
amitheasshole,4.0,morality-ethics,care-harm,shouldn't,being mean.,-1.0,legal,0,бути середнім.
amitheasshole,4.0,social-norms|advice,care-harm|fairness-cheating,You should,being mindful of your stress levels when you take on another obligation.,1.0,legal,2,"пам'ятаючи про ваш рівень стресу, коли ви берете на себе інше зобов'язання."
rocstories,4.0,advice,care-harm,you should,"being mindful when you're using equipment that could be dangerous, like a car or an oven",0.0,legal,1,"пам'ятаючи, коли ви використовуєте обладнання, яке може бути небезпечним, наприклад, автомобіль або піч."
amitheasshole,4.0,social-norms,care-harm|fairness-cheating,You should,being more careful at the gym.,0.0,legal,1,бути більш обережним у тренажерному залі.
rocstories,4.0,advice,care-harm,need to,being naked to shower.,0.0,legal,1,"бути оголеним, щоб прийняти душ."
amitheasshole,4.0,morality-ethics,care-harm,shouldn't,being negligent to the point of causing damage to someone else's property.,-1.0,illegal,0,"бути недбалим до такої міри, щоб завдати шкоди чужому майну."
rocstories,4.0,advice,care-harm,It's OK,being nervous about a new baby,0.0,legal,1,нервувати з приводу новонародженої дитини.
rocstories,4.0,morality-ethics|social-norms,care-harm|authority-subversion,it's ok,being nervous about going to the doctor.,0.0,legal,1,"нервує, щоб піти до лікаря."
dearabby,4.0,description,care-harm,It's ok,being nervous about having sex again after being widowed,0.0,legal,1,"нервує, щоб знову займатися сексом після вдівства."
rocstories,4.0,description,care-harm,It's understandable,being nervous when you take your driver's license test,0.0,legal,1,"нервувати, коли ви складаєте іспит на водійське посвідчення."
dearabby,4.0,social-norms,care-harm,should,being nice and respectful to your party host.,1.0,legal,2,бути приємним і шанобливим до вашого господаря вечірки.
amitheasshole,4.0,morality-ethics|social-norms,care-harm|authority-subversion,You should,being nice in messages to your teachers.,0.0,legal,1,бути приємним у повідомленнях своїм вчителям.
confessions,4.0,morality-ethics,care-harm,is good,being nice to others.,1.0,legal,2,бути приємним до інших.
rocstories,4.0,social-norms|advice,care-harm,You should,being nice to your neighbors.,1.0,legal,2,бути приємним до своїх сусідів.
rocstories,4.0,morality-ethics,care-harm,it's good,being nice to your parents.,1.0,legal,2,бути приємним до своїх батьків.
amitheasshole,4.0,social-norms,care-harm,You shouldn't,being noisy around your roommates.,-1.0,legal,0,бути галасливим навколо своїх сусідів по кімнаті.
rocstories,4.0,advice,care-harm,It's good,being observant of your surroundings.,0.0,legal,1,бути уважним до свого оточення.
confessions,4.0,social-norms,care-harm,it's understandable,being offended when someone calls you disgusting and crazy.,0.0,legal,1,"ображаючись, коли хтось називає вас огидним і божевільним."
confessions,4.0,morality-ethics,care-harm,It's fine,being offended when someone is an asshole to you,0.0,legal,1,"ображатися, коли хтось є для вас дупою."
amitheasshole,4.0,social-norms,care-harm,it's okay,being offended when someone is shouting at you.,0.0,legal,1,"ображатися, коли хтось кричить на вас."
rocstories,4.0,description,care-harm|loyalty-betrayal,it's understandable,being offended when someone is trying to get rid of you.,0.0,,1,"ображаючись, коли хтось намагається позбутися вас."
confessions,4.0,morality-ethics|social-norms,care-harm|sanctity-degradation,It's fine,being offended when someone isn't upset by their racism.,0.0,legal,1,"ображаючись, коли когось не засмучує їхній расизм."
rocstories,4.0,description,care-harm,It's understandable,being offended when your friend belittles you,0.0,legal,1,"ображаючись, коли ваш друг принижує вас."
dearabby,4.0,description,care-harm,It's understandable,being overwhelmed by the loss of a loved one.,0.0,legal,1,бути враженим втратою коханої людини.
amitheasshole,4.0,morality-ethics|social-norms,care-harm,It is important,being part of your child's life.,1.0,legal,2,бути частиною життя вашої дитини.
amitheasshole,4.0,social-norms,care-harm,It is rude,being passive aggressive.,-1.0,legal,0,бути пасивно агресивним.
amitheasshole,4.0,morality-ethics,care-harm,It's kind,being patient and forgiving with your loved ones.,1.0,legal,2,бути терплячим і прощаючим зі своїми близькими.
rocstories,4.0,social-norms,care-harm|loyalty-betrayal,you should,being patient and wait when someone is going to pick you up.,0.0,legal,1,"бути терплячим і чекати, коли хтось збирається забрати вас."
amitheasshole,4.0,advice,care-harm,should,being patient if someone is having trouble finding something.,0.0,legal,1,"бути терплячим, якщо у когось виникають проблеми з пошуком чогось."
amitheasshole,4.0,social-norms,care-harm,should,being patient with other people.,0.0,legal,1,бути терплячим з іншими людьми.
amitheasshole,4.0,social-norms|advice,care-harm|fairness-cheating,It's good,being patient.,2.0,legal,2,бути терплячим.
confessions,4.0,social-norms|advice,care-harm,You shouldn't,being pessimistic about life.,-1.0,legal,0,бути песимістом щодо життя.
amitheasshole,4.0,morality-ethics,care-harm|fairness-cheating,It is bad,being petty with friends,-1.0,legal,0,бути дріб'язковим з друзями.
confessions,4.0,morality-ethics,care-harm,It is wrong,being petty.,-1.0,legal,0,бути дріб'язковим.
rocstories,4.0,,care-harm,it's good,being physically active.,1.0,legal,2,бути фізично активним.
dearabby,4.0,social-norms,care-harm,should,being polite if you need to decline a gift,1.0,legal,2,"бути ввічливим, якщо вам потрібно відмовитися від подарунка."
amitheasshole,4.0,social-norms,care-harm|authority-subversion,expected,being polite to your customers.,0.0,legal,1,бути ввічливим до своїх клієнтів.
rocstories,4.0,advice,care-harm,it's good,being prepared,0.0,legal,1,бути готовим.
rocstories,4.0,advice,care-harm,You should,being prepared before you go camping,0.0,legal,1,"підготовка перед тим, як вирушити в похід."
rocstories,4.0,social-norms|advice,care-harm,it is wise,being prepared for emergencies.,2.0,legal,2,бути готовим до надзвичайних ситуацій.
rocstories,4.0,advice,care-harm,should,being prepared for tests you take.,0.0,legal,1,"підготовка до тестів, які ви проходите."
rocstories,4.0,social-norms|advice,care-harm|authority-subversion,It's good,being prepared for your wedding.,1.0,legal,2,готуємося до вашого весілля.
rocstories,4.0,advice,care-harm,should,being prepared.,0.0,legal,1,будучи готовим.
rocstories,4.0,advice,care-harm,it's good,being proactive when it comes to your health.,0.0,legal,1,"бути ініціативним, коли справа стосується вашого здоров'я."
dearabby,4.0,advice,care-harm,It's good,being proactive with your health.,0.0,legal,1,бути ініціативним зі своїм здоров'ям.
amitheasshole,4.0,description,care-harm,you should,being professional with your patients as a doctor,0.0,legal,1,бути професійним зі своїми пацієнтами як лікар.
amitheasshole,4.0,social-norms|description,care-harm,It's okay,being protective of a significant other.,0.0,legal,1,бути захисним для значущої іншої людини.
amitheasshole,4.0,morality-ethics,care-harm,It is okay,being protective of your belongings.,0.0,legal,1,захищаючи свої речі.
rocstories,4.0,morality-ethics|social-norms,care-harm|fairness-cheating,It is okay,being proud of weight loss.,0.0,legal,1,пишаючись втратою ваги.
confessions,4.0,advice,care-harm,good,being proud of your accomplishments.,1.0,legal,2,пишатися своїми досягненнями.
rocstories,4.0,advice,care-harm,It's important,being rational about your future when you consider marrying someone,0.0,legal,1,"бути раціональним щодо свого майбутнього, коли ви розглядаєте можливість одружитися з кимось."
rocstories,4.0,morality-ethics,care-harm,It's understandable,being relieved when you don't lose a patient.,0.0,legal,1,"полегшення, коли ви не втрачаєте пацієнта."
amitheasshole,4.0,morality-ethics|advice,care-harm|fairness-cheating,should,being respectful of other people's budgets.,1.0,legal,2,бути шанобливим до бюджетів інших людей.
amitheasshole,4.0,morality-ethics,care-harm|authority-subversion,It is important,being respectful of other people.,1.0,legal,2,бути шанобливим до інших людей.
amitheasshole,4.0,social-norms,care-harm,it's expected,being respectful of people with disabilities.,0.0,legal,1,бути шанобливим до людей з обмеженими можливостями.
confessions,4.0,social-norms,care-harm,should,being respectful of someone's alone time.,1.0,legal,2,бути шанобливим до чийогось самотнього часу.
amitheasshole,4.0,social-norms,care-harm,People in an office should,being respectful of their coworkers.,0.0,legal,1,бути шанобливим до своїх колег.
rocstories,4.0,morality-ethics,care-harm,You should,being respectful of your teammates.,0.0,legal,1,бути шанобливим до своїх товаришів по команді.
amitheasshole,4.0,morality-ethics,care-harm|loyalty-betrayal,should,being respectful to your parents.,1.0,legal,2,бути шанобливим до своїх батьків.
amitheasshole,4.0,morality-ethics,care-harm,should,being responsible for what they break,0.0,legal,1,"несе відповідальність за те, що вони порушують."
dearabby,4.0,advice,care-harm,It's good,being responsible for yourself.,1.0,legal,2,відповідальність за себе.
rocstories,4.0,social-norms|advice,care-harm,It's good,being responsible.,0.0,legal,1,несе відповідальність.
amitheasshole,4.0,social-norms,care-harm,should not,being rude to other people.,-1.0,legal,0,бути грубим до інших людей.
amitheasshole,4.0,morality-ethics|social-norms,care-harm,It is wrong,being rude to others,-1.0,legal,0,грубість по відношенню до інших.
amitheasshole,4.0,morality-ethics|social-norms,care-harm,it's wrong,being rude to people on public transportation.,-1.0,legal,0,грубо поводитися з людьми в громадському транспорті.
confessions,4.0,morality-ethics,care-harm,It's wrong,being rude to people.,-1.0,legal,0,грубо поводитися з людьми.
confessions,4.0,social-norms,care-harm,it's okay,being sad about death.,0.0,legal,1,сумувати з приводу смерті.
rocstories,4.0,description,care-harm,it's understandable,being sad at the passing of a parent.,0.0,legal,1,сумувати з приводу смерті одного з батьків.
confessions,4.0,description,care-harm,It is ok,being sad if someone who has cancer is going to die from it.,0.0,legal,1,"бути сумним, якщо хтось із раком помре від нього."
rocstories,4.0,advice,care-harm|loyalty-betrayal,it's understandable,being sad when you fall out of love with your spouse.,0.0,legal,1,"бути сумним, коли ви закохуєтесь у свого чоловіка."
confessions,4.0,advice|description,care-harm,understandable,being sad when you feel alone.,0.0,legal,1,"бути сумним, коли відчуваєш себе самотнім."
confessions,4.0,description,care-harm|loyalty-betrayal,it's okay,being sad when your kid hates you,0.0,legal,1,"бути сумним, коли ваша дитина ненавидить вас."
confessions,4.0,social-norms,care-harm,It's understandable,being sad when your partner breaks up with you after two years.,0.0,legal,1,"бути сумним, коли ваш партнер розлучається з вами через два роки."
confessions,4.0,advice,care-harm,It's okay,being sad when your partner has a crush on someone else.,0.0,legal,1,"бути сумним, коли ваш партнер закохується в когось іншого."
rocstories,4.0,advice,care-harm,better,being safe than sorry.,0.0,legal,1,"бути в безпеці, ніж потім шкодувати."
dearabby,4.0,morality-ethics,care-harm,it's important,being safe when driving a vehicle.,1.0,legal,2,бути в безпеці під час керування транспортним засобом.
confessions,4.0,advice,care-harm,it's good,being safe when taking Uber or other ride sharing services.,1.0,legal,2,бути в безпеці під час поїздок з Uber або іншими сервісами поділу поїздок.
confessions,4.0,morality-ethics|advice,care-harm,You're encouraged,being safe when you're behind the wheel,0.0,legal,1,"бути в безпеці, коли ви за кермом."
confessions,4.0,social-norms,care-harm|sanctity-degradation,should,being sanitary when using the bathroom.,0.0,legal,1,бути санітарно безпечним під час користування ванною кімнатою.
amitheasshole,4.0,social-norms,care-harm,you shouldn't,being sarcastic and mean to your date.,-1.0,legal,0,бути саркастичним і недоброзичливим до вашого побачення.
confessions,4.0,description,care-harm,it is okay,being scared,0.0,,1,боятися.
dearabby,4.0,social-norms,care-harm,You should,being scared for your child when you deliver them early.,0.0,legal,1,"боячись за свою дитину, коли ви доставляєте її раніше."
rocstories,4.0,description,care-harm,It's understandable,being scared of a stranger from an unfamiliar place.,0.0,legal,1,боячись незнайомця з незнайомого місця.
confessions,4.0,description,care-harm|loyalty-betrayal,It's understandable,being scared of people finding out about abuse,0.0,legal,1,"боячись, що люди дізнаються про жорстоке поводження."
confessions,4.0,social-norms|advice,care-harm|authority-subversion,shouldn't,being scared of people who have autism.,-1.0,legal,0,"бояться людей, які мають аутизм."
dearabby,4.0,morality-ethics,care-harm,It's wrong,being self-destructive.,-1.0,legal,0,бути саморуйнівним.
rocstories,4.0,advice,care-harm,It's good,being self-sufficient.,1.0,legal,2,бути самодостатнім.
