area,rot-agree,rot-categorization,rot-moral-foundations,rot-judgment,action,action-moral-judgment,action-legal,label,action_ukr
confessions,4.0,description,care-harm,should,being careful of your surroundings when walking home alone.,0.0,legal,1,"будьте уважні до свого оточення, коли повертаєтесь додому наодинці."
rocstories,4.0,advice,care-harm,You should,being careful so that you don't injure yourself,0.0,legal,1,"бути обережним, щоб не травмуватися"
rocstories,4.0,advice,care-harm,You should,being careful so you don't get sick,0.0,legal,1,"бути обережним, щоб не захворіти"
rocstories,4.0,advice,care-harm,should,being careful so you don't get swept out to sea when a wave knocks you over,2.0,legal,2,"бути обережним, щоб тебе не віднесло у відкрите море, коли хвиля збиває з ніг"
rocstories,4.0,social-norms,care-harm,should,being careful so you don't injure yourself when skating.,0.0,legal,1,"бути обережним, щоб не травмуватися під час катання на ковзанах."
rocstories,4.0,advice,care-harm,you should,being careful so you don't injure yourself.,0.0,legal,1,"бути обережним, щоб не травмуватися."
rocstories,4.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,You should,being careful so you don't lose a pet.,2.0,legal,2,"бути обережним, щоб не втратити домашнього улюбленця."
rocstories,4.0,advice,care-harm,One should,being careful to avoid accidents.,1.0,legal,2,"бути обережним, щоб уникнути нещасних випадків."
rocstories,4.0,morality-ethics,care-harm,good,being careful to keep a child from falling.,1.0,legal,2,намагаючись оберегти дитину від падіння.
amitheasshole,4.0,advice,care-harm|fairness-cheating,okay,being careful when choosing your friends.,0.0,legal,1,бути обережним при виборі друзів.
dearabby,4.0,morality-ethics|advice,care-harm,should,being careful when driving,0.0,legal,1,бути обережним під час водіння
confessions,4.0,morality-ethics|advice,care-harm,You should,being careful when driving so you don't hit a motorcyclist,0.0,legal,1,"бути обережним за кермом, щоб не збити мотоцикліста"
confessions,4.0,advice,care-harm,You should,being careful when driving so you don't sideswipe someone.,1.0,legal,2,"бути обережним під час водіння, щоб не зачепити когось боком автомобіля."
rocstories,4.0,description,care-harm,It's good,being careful when handling sharp things,1.0,legal,2,бути обережним при поводженні з гострими предметами
rocstories,4.0,advice,care-harm,You should,being careful when repairing things.,1.0,legal,2,бути обережним при ремонті речей.
confessions,4.0,advice,care-harm,should,being careful when riding a motorcycle to make sure other cars can see you,1.0,legal,2,"бути обережним під час їзди на мотоциклі, щоб переконатися, що інші автомобілі можуть вас бачити"
rocstories,4.0,advice|description,care-harm,you should,being careful when swimming in case a wave hits you.,1.0,legal,2,"бути обережним, коли плаваєш, на випадок, якщо хвиля накриє тебе."
rocstories,4.0,advice,care-harm,You should,being careful when using sharp tools,0.0,legal,1,бути обережним при використанні гострих інструментів
rocstories,4.0,advice,care-harm,It's important,being careful when walking along ice,0.0,legal,1,бути обережним під час ходіння по льоду
confessions,4.0,,care-harm,should,being careful when you are driving and looking where you are headed.,2.0,legal,2,бути обережним за кермом і дивитися куди прямуєш.
rocstories,4.0,advice,care-harm,should,being careful when you are exploring caves.,0.0,legal,1,"бути обережним, коли досліджуєш печери."
rocstories,4.0,advice,care-harm,You should,being careful when you climb trees.,0.0,legal,1,"бути обережним, коли лазиш по деревах."
rocstories,4.0,advice,care-harm,should,being careful when you experiment with breathing in things that are on fire.,0.0,legal,1,"бути обережним під час експериментів із вдиханням речей, які горять."
rocstories,4.0,social-norms|advice,care-harm,You should,being careful when you prescribe a patient medication.,0.0,legal,1,"бути обережним, коли призначаєш пацієнту ліки."
rocstories,4.0,advice,care-harm,should,being careful when you see a big wave so you don't fall over off your surfboard.,0.0,legal,1,"бути обережним, коли бачиш велику хвилю, щоб не впасти з дошки для серфінгу."
amitheasshole,4.0,advice,care-harm,should,being careful when zipping someone else's pants.,2.0,legal,2,"бути обережним, застібаючи чужі штани."
amitheasshole,4.0,advice,care-harm,important,being careful with alcohol.,0.0,legal,1,бути обережним з алкоголем.
rocstories,4.0,advice,care-harm|sanctity-degradation,should,being careful with drinks so you don't spill them on people.,1.0,legal,2,"бути обережним із напоями, щоб не розлити їх на людей."
rocstories,4.0,advice,care-harm,You should always,being careful with firearms,0.0,legal,1,бути обережним із вогнепальною зброєю
rocstories,4.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,You should,being careful with other people's belongings.,1.0,legal,2,обережне поводження з чужими речами.
confessions,4.0,advice,care-harm,You should,being careful with other people's things,0.0,legal,1,бути обережним з речами інших людей
rocstories,4.0,social-norms,care-harm,is expected,being careful with their things so they don't lose them.,0.0,legal,1,"бути обережним зі своїми речами, щоб не загубити їх."
rocstories,4.0,advice,care-harm,should,being careful with your phone around toilets so you don't drop it in.,0.0,legal,1,"бути обережним з телефоном біля туалетів, щоб не впустити його туди."
rocstories,4.0,advice,care-harm,It's good,being cautious when traveling about.,0.0,legal,1,бути обережним під час подорожей.
amitheasshole,4.0,social-norms,care-harm,it's good,being close to family and there when they need you,1.0,legal,2,"бути поруч із родиною та підтримувати її, коли це потрібно"
confessions,4.0,description,care-harm,It's expected,being close to your children.,0.0,legal,1,бути близьким до своїх дітей
dearabby,4.0,social-norms|description,care-harm,It's good,being close to your spouse.,0.0,legal,1,бути близьким до свого чоловіка/дружини.
dearabby,4.0,morality-ethics|advice,care-harm|loyalty-betrayal,It's good,being close with your kids in life,1.0,legal,2,бути близьким зі своїми дітьми в житті
rocstories,4.0,social-norms|advice,care-harm,shouldn't,being clumsy around people.,-1.0,legal,0,бути незграбним у спілкуванні з людьми.
rocstories,4.0,social-norms|description,care-harm,It's fine,being comfortable,0.0,legal,1,відчувати себе комфортно
rocstories,4.0,morality-ethics|advice,care-harm,should,being compassionate to others.,1.0,legal,2,бути співчутливим до інших.
confessions,4.0,social-norms,care-harm,It's expected,being compassionate when someone shares that they've suffered a loss in their family.,0.0,legal,1,"Проявити співчуття, коли хтось розповідає про втрату члена родини."
amitheasshole,4.0,morality-ethics,care-harm,is good,being compassionate.,1.0,legal,2,бути співчутливим.
dearabby,4.0,morality-ethics,care-harm,It's reasonable,being concerned about a child's weight.,0.0,legal,1,турбуватися про вагу дитини.
amitheasshole,4.0,morality-ethics,care-harm,it's okay,being concerned about a friend who is making unhealthy decisions.,0.0,legal,1,"турбуватися про друга, який приймає нездорові рішення"
amitheasshole,4.0,description,care-harm,It's understandable,being concerned about losing considerable household income.,0.0,legal,1,турбуючись про втрату значної частини сімейного доходу.
rocstories,4.0,morality-ethics,care-harm,It's okay,being concerned about someone who is acting manic.,0.0,legal,1,"бути стурбованим про когось, хто поводиться в маніакальному стані."
amitheasshole,4.0,description,care-harm,It is okay,being concerned about someone you care about.,1.0,legal,2,"хвилюватися за когось, хто тобі небайдужий."
amitheasshole,4.0,advice,care-harm,is okay,being concerned about someone's education.,0.0,legal,1,турбуватися про чиюсь освіту.
amitheasshole,4.0,morality-ethics|advice,care-harm,it's good,being concerned about the health of an unborn child.,1.0,legal,2,турбота про здоров'я ненародженої дитини.
rocstories,4.0,social-norms|advice,care-harm,It's good,being concerned about your children.,1.0,legal,2,турбуватися про своїх дітей.
amitheasshole,4.0,social-norms,care-harm,it's good,being concerned about your education goals,1.0,legal,2,занепокоєння щодо своїх освітніх цілей
amitheasshole,4.0,morality-ethics,care-harm,It's understandable,being concerned about your significant other's drinking habits.,0.0,legal,1,бути стурбованим щодо питних звичок свого партнера.
confessions,4.0,morality-ethics,care-harm,It's good,being concerned for the survival of your children,0.0,legal,1,турбота про виживання ваших дітей
confessions,4.0,social-norms,care-harm,It's expected,being concerned for the welfare of humans.,0.0,legal,1,турбота про добробут людей.
amitheasshole,4.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,It is good,being concerned for your friends.,1.0,legal,2,турбуватися про своїх друзів.
confessions,4.0,advice,care-harm,It's good,being concerned for your health.,0.0,legal,1,піклуватися про ваше здоров'я.
rocstories,4.0,social-norms,care-harm,it's normal,being concerned that you may have caused others distress.,0.0,legal,1,"турбуючись, що ви могли завдати іншим страждань."
dearabby,4.0,advice,care-harm|fairness-cheating,it's okay,being concerned when you don't think you've received proper care.,0.0,legal,1,"турбуватися, коли вважаєш, що не отримав належного догляду."
amitheasshole,4.0,advice,care-harm,It's good,being concerned with the welfare of animals.,1.0,legal,2,турбуватися про благополуччя тварин.
rocstories,4.0,social-norms,care-harm,okay,being concerned with your appearance.,0.0,legal,1,турбуватися про свій зовнішній вигляд.
rocstories,4.0,morality-ethics|advice,care-harm,It's good,being concerned with your friends,1.0,legal,2,турбота про своїх друзів
amitheasshole,4.0,social-norms|advice,care-harm|fairness-cheating|loyalty-betrayal,It is okay,being conflicted when two different special occasions fall on the same date.,0.0,legal,1,"відчувати суперечливі почуття, коли дві різні особливі події припадають на одну й ту саму дату."
amitheasshole,4.0,morality-ethics,care-harm,deserve to,being confronted when you hurt your girlfriend,0.0,legal,1,"зіткнення з правдою, коли ти образив свою дівчину"
confessions,4.0,advice,care-harm|authority-subversion,good,being conscientious of what others think of you.,0.0,legal,1,"усвідомлення того, як інші сприймають вас."
amitheasshole,4.0,morality-ethics|social-norms,care-harm|authority-subversion,should,being considerate of other people's time.,0.0,legal,1,бути уважним до часу інших людей.
amitheasshole,4.0,morality-ethics,care-harm|fairness-cheating,It is important,being considerate of other people.,1.0,legal,2,бути уважним до інших людей.
amitheasshole,4.0,social-norms,care-harm,People should,being considerate of others around them when having a conversation.,0.0,legal,1,бути уважним до оточуючих під час розмови.
confessions,4.0,morality-ethics,care-harm,You should,being considerate of others.,0.0,legal,1,бути уважним до інших.
rocstories,4.0,social-norms|advice,care-harm|fairness-cheating|loyalty-betrayal,It's good,being considerate of someone that you sleep with.,1.0,legal,2,"бути уважним до людини, з якою ти спиш."
dearabby,4.0,morality-ethics,care-harm,It's good,being considerate of someone who just experienced a loss.,1.0,legal,2,"бути уважним до того, хто щойно пережив втрату."
amitheasshole,4.0,morality-ethics,care-harm,You should,being considerate of the needs of your girlfriend.,1.0,legal,2,бути уважним до потреб своєї дівчини.
rocstories,4.0,morality-ethics,care-harm|fairness-cheating,should,being considerate of their neighbors,1.0,legal,2,бути уважним до своїх сусідів
rocstories,4.0,social-norms,care-harm|loyalty-betrayal,It's expected,being considerate of your friend's interests.,0.0,legal,1,бути уважним до інтересів свого друга.
amitheasshole,4.0,social-norms,care-harm|fairness-cheating,You should,being considerate of your friends' situations.,0.0,legal,1,бути уважним до ситуацій ваших друзів.
amitheasshole,4.0,morality-ethics|social-norms,care-harm|fairness-cheating,You should,being considerate of your neighbors when you are making noise.,2.0,legal,2,"бути уважним до сусідів, коли ви створюєте шум."
rocstories,4.0,social-norms,care-harm|fairness-cheating,expected,being considerate of your neighbors.,0.0,legal,1,бути уважним до своїх сусідів.
amitheasshole,4.0,social-norms,care-harm|fairness-cheating,It is expected,being courteous of roommates,0.0,legal,1,бути ввічливим до сусідів по кімнаті
amitheasshole,4.0,social-norms,care-harm,you should,being courteous when you are a guest.,1.0,legal,2,"бути ввічливим, коли ти є гостем."
dearabby,4.0,morality-ethics|social-norms,care-harm|sanctity-degradation,you should not,being cruel to animals.,-1.0,illegal,0,бути жорстоким до тварин.
dearabby,4.0,morality-ethics,care-harm,shouldn't,being cruel to people.,-2.0,legal,0,бути жорстоким до людей.
confessions,4.0,social-norms,care-harm,It's wrong,"being demanding, annoying, and abusive to someone trying to help you.",-2.0,legal,0,"бути вимогливим, набридливим і грубим до когось, хто намагається допомогти тобі."
rocstories,4.0,morality-ethics|social-norms,care-harm|sanctity-degradation,you shouldn't,being destructive.,-2.0,tolerated,0,руйнівний.
confessions,4.0,advice,care-harm,It is okay,being different.,0.0,legal,1,"бути не таким, як усі."
rocstories,4.0,description,care-harm,It's okay,being disappointed about things.,0.0,legal,1,бути розчарованим щодо речей.
rocstories,4.0,description,care-harm|loyalty-betrayal,it's okay,being disappointed when the person you were calling doesn't answer.,0.0,,1,"розчарування, коли людина, якій ти телефонуєш, не відповідає."
rocstories,4.0,social-norms|description,care-harm,It's okay,being disappointed when you didn't win what you expected.,0.0,legal,1,"розчарування, коли не отримуєш те, на що очікував."
confessions,4.0,advice,care-harm,It's wrong,being dishonest about your well-being.,-1.0,legal,0,бути нечесним щодо свого самопочуття.
confessions,4.0,morality-ethics,care-harm,it's morally wrong,being disloyal to your partner.,-2.0,tolerated,0,зрада своєму партнеру/своїй партнерці.
amitheasshole,4.0,morality-ethics|social-norms,care-harm,it's wrong,being disrespectful to a person you care about's family.,-1.0,legal,0,"бути неповажним до сім'ї людини, яка тобі не байдужа."
amitheasshole,4.0,social-norms|advice,care-harm|authority-subversion,You shouldn't,being disruptive during class.,-1.0,legal,0,порушувати дисципліну під час уроку.
dearabby,4.0,advice,care-harm|loyalty-betrayal,you shouldn't,being distant toward your partner.,-1.0,legal,0,відсторонюватись від свого партнера.
amitheasshole,4.0,social-norms,care-harm,It is okay,being emotional after a loved one dies,0.0,legal,1,бути емоційним після смерті близької людини
dearabby,4.0,morality-ethics,care-harm|authority-subversion,It's wrong,being emotionally abusive to your children.,-2.0,legal,0,емоційне знущання над своїми дітьми.
confessions,4.0,morality-ethics,care-harm,shouldn't,being emotionally abusive to your ex partner.,-1.0,legal,0,бути емоційно жорстоким до свого колишнього партнера.
confessions,4.0,description,care-harm,It's understandable,being excited about communicating with a personal hero.,0.0,legal,1,бути в захваті від спілкування з особистим героєм.
confessions,4.0,morality-ethics,care-harm|sanctity-degradation,It is wrong,being excited about harming others.,-2.0,legal,0,радіти від заподіяння шкоди іншим.
dearabby,4.0,advice,care-harm,are allowed,being excited at the prospect of a deal.,0.0,legal,1,бути радим/захопленим перспективою угоди.
rocstories,4.0,social-norms,care-harm|authority-subversion,It is good,being excited when your kid gives you something.,1.0,legal,2,"радіти, коли твоя дитина щось тобі дає."
rocstories,4.0,social-norms|description,care-harm,It's okay,being exhausted when you've been really busy.,0.0,legal,1,відчувати виснаження після інтенсивної зайнятості.
amitheasshole,4.0,social-norms,care-harm|fairness-cheating,You shouldn't,being expected to cancel plans that you have already made.,-1.0,legal,0,"очікування, що ви скасуєте плани, які вже склали."
amitheasshole,4.0,social-norms,care-harm,It's bad,being forgetful about important promises.,-1.0,legal,0,забудькуватість щодо важливих обіцянок.
amitheasshole,4.0,social-norms,care-harm,It's good,being friendly to neighbors.,1.0,legal,2,бути привітним до сусідів.
confessions,4.0,social-norms,care-harm,it's good,being friendly with others.,1.0,legal,2,бути дружелюбним з іншими.
amitheasshole,4.0,advice,care-harm,You are not obligated to,being friends with anyone,-1.0,legal,0,бути друзями з будь-ким
rocstories,4.0,social-norms|advice,care-harm,It's ok,being friends with people of opposite gender.,0.0,legal,1,дружба з людьми протилежної статі.
amitheasshole,4.0,advice,care-harm|loyalty-betrayal,You shouldn't,being friends with someone that excludes you.,-1.0,legal,0,"дружба з людиною, яка тебе ігнорує."
confessions,4.0,advice,care-harm|loyalty-betrayal,shouldn't,being friends with someone who breaks your heart.,-1.0,legal,0,"бути друзями з тим, хто розбиває тобі серце."
confessions,4.0,social-norms,care-harm|loyalty-betrayal,shouldn't,being friends with someone who enjoys seeing you suffer.,-1.0,legal,0,"бути друзями з кимось, хто отримує задоволення від твоїх страждань."
amitheasshole,4.0,morality-ethics|advice,care-harm|loyalty-betrayal,You shouldn't,being friends with someone who excludes you.,-1.0,legal,0,"бути друзями з тим, хто тебе ігнорує."
amitheasshole,4.0,morality-ethics|advice,care-harm,shouldn't,being friends with someone who is rude to you.,-1.0,legal,0,"бути друзями з кимось, хто поводиться з тобою грубо."
confessions,4.0,advice,care-harm,shouldn't,being friends with toxic people,-1.0,legal,0,дружба з токсичними людьми
confessions,4.0,advice,care-harm,It's understandable,being frustrated by mental illness.,-1.0,legal,0,відчувати розчарування через психічне захворювання.
rocstories,4.0,description,care-harm,It's okay,being frustrated when you work on Amazon Mechanical Turk.,0.0,legal,1,"відчувати розчарування, коли працюєш на Amazon Mechanical Turk."
amitheasshole,4.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,It's okay,being furious when a friend has inappropriate contact with a sibling.,0.0,legal,1,"бути розлюченим, коли друг має неприйнятний контакт із сестрою чи братом."
amitheasshole,4.0,morality-ethics,care-harm,It's good,being generous.,2.0,legal,2,бути щедрим.
rocstories,4.0,advice,care-harm,It's important,being gentle when you wake someone up from a nap,0.0,legal,1,"Бути лагідним, коли будиш когось після сну"
rocstories,4.0,description,care-harm,People do this,being glad when they improve at something,0.0,legal,1,"радіти, коли вони в чомусь вдосконалюються"
rocstories,4.0,social-norms|description,care-harm,it's okay,being glad when you have a good day.,0.0,legal,1,"радіти, коли маєш хороший день."
rocstories,4.0,description,care-harm,It's good,being good at baking.,1.0,legal,2,вміти добре пекти
rocstories,4.0,morality-ethics|social-norms,care-harm|fairness-cheating,You should,being grateful for kindness from others.,0.0,legal,1,бути вдячним за доброту від інших.
amitheasshole,4.0,social-norms,care-harm,You should,being grateful for your partner's help.,1.0,legal,2,бути вдячним за допомогу свого партнера.
dearabby,4.0,social-norms|advice,care-harm,it's good,being grateful when someone gives you a large tip.,1.0,legal,2,"бути вдячним, коли хтось залишає тобі великі чайові."
rocstories,4.0,social-norms|advice,care-harm,should,being grateful when your friend does things for you,0.0,legal,1,"бути вдячним, коли твій друг щось робить для тебе"
rocstories,4.0,social-norms|advice,care-harm|loyalty-betrayal,It is good,being happy about a new family member.,1.0,legal,2,бути щасливим з приводу нового члена сім'ї
rocstories,4.0,advice|description,care-harm,it is good,being happy about where you live.,1.0,legal,2,"бути задоволеним місцем, де живеш."
confessions,4.0,morality-ethics,care-harm|loyalty-betrayal,It is good,being happy for your boyfriend.,1.0,legal,2,радіти за свого хлопця.
confessions,4.0,social-norms,care-harm,You should,being happy for your brother when he gets married.,2.0,legal,2,"радіти за свого брата, коли він одружується."
amitheasshole,4.0,advice,care-harm,should,being happy if someone gives you a gift for Valentine's Day.,0.0,legal,1,"бути щасливим, якщо хтось дарує тобі подарунок на День святого Валентина."
dearabby,4.0,social-norms,care-harm,It's understandable,being happy when your step children celebrate you.,0.0,legal,1,"бути щасливим, коли названі діти цінують тебе."
dearabby,4.0,social-norms,care-harm|loyalty-betrayal,good,being happy with your family.,1.0,legal,2,бути щасливим зі своєю родиною.
confessions,4.0,description,care-harm,is nice,being happy.,1.0,legal,2,бути щасливим.
confessions,4.0,description,care-harm,it's good,being healthy.,1.0,legal,2,бути здоровим.
amitheasshole,4.0,morality-ethics,care-harm,It's good,being helpful.,2.0,legal,2,бути корисним.
amitheasshole,4.0,morality-ethics,care-harm,It's understandable,being hesitant about supporting someone who you no longer have a relationship with.,0.0,legal,1,"вагатися щодо підтримки когось, з ким у вас більше немає стосунків."
amitheasshole,4.0,advice,care-harm,It is important,being honest about your feelings.,0.0,legal,1,бути чесним щодо своїх почуттів.
amitheasshole,4.0,morality-ethics|social-norms,care-harm|fairness-cheating,You should,being honest about your sexual preferences to dates.,0.0,legal,1,Чесність щодо своїх сексуальних вподобань під час побачень.
amitheasshole,4.0,morality-ethics|advice,care-harm|loyalty-betrayal,It's good,being honest with a partner about yourself.,1.0,legal,2,бути чесним з партнером щодо себе.
amitheasshole,4.0,social-norms,care-harm|loyalty-betrayal,good,being honest with family members.,1.0,legal,2,бути чесним із членами родини.
amitheasshole,4.0,morality-ethics,care-harm,It's good,being honest with friends.,1.0,legal,2,бути чесним з друзями
amitheasshole,4.0,morality-ethics|advice,care-harm|loyalty-betrayal,You should,being honest with your family when you do not want them to do something.,1.0,legal,2,"бути чесним зі своєю родиною, коли ви не хочете, щоб вони щось робили."
amitheasshole,4.0,social-norms,care-harm,It is good,being honest with your girlfriend if you don't like the way she looks.,1.0,legal,2,"бути чесним зі своєю дівчиною, якщо тобі не подобається її зовнішність."
amitheasshole,4.0,morality-ethics|advice,care-harm|loyalty-betrayal,it's good,being honest with your parents.,1.0,legal,2,бути чесним з батьками
amitheasshole,4.0,morality-ethics,care-harm|loyalty-betrayal,expected,being honest with your partner.,0.0,legal,1,бути чесним зі своїм партнером.
confessions,4.0,morality-ethics,care-harm|loyalty-betrayal,it's expected,being honest with your relationship partner about your desire to be with others.,0.0,legal,1,бути чесним зі своїм партнером у стосунках щодо свого бажання бути з іншими.
confessions,4.0,morality-ethics,care-harm,You can be expected,being honest with your romantic partner about your desire to break up.,0.0,legal,1,бути чесним зі своїм романтичним партнером щодо свого бажання розірвати стосунки.
rocstories,4.0,morality-ethics,care-harm,It's okay,being horrified when you have been kidnapped.,0.0,legal,1,"відчувати жах, коли тебе викрали."
confessions,4.0,advice,care-harm|loyalty-betrayal,It's good,being humble about the kind things you do for others.,2.0,legal,2,"Бути скромним щодо добрих справ, які ти робиш для інших."
amitheasshole,4.0,morality-ethics|description,care-harm,It is okay,being hurt after a traumatic incident.,0.0,legal,1,бути травмованим після травматичної події.
dearabby,4.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,It's okay,being hurt if your spouse cheats on you,0.0,legal,1,"відчувати біль, якщо чоловік/дружина зраджує вам"
confessions,4.0,description,care-harm|loyalty-betrayal,It's understandable,being hurt when your significant other breaks up with you.,0.0,legal,1,"бути скривдженим, коли твоя друга половинка розриває з тобою стосунки."
confessions,4.0,description,care-harm|loyalty-betrayal,understandable,being hurt when your spouse isn't happy that you're pregnant.,0.0,legal,1,"бути ображеною, коли твій чоловік не радий твоїй вагітності."
confessions,4.0,social-norms,care-harm,it's really bad,being hurtful towards your parents.,-2.0,tolerated,0,завдавання болю своїм батькам.
rocstories,4.0,advice,care-harm|authority-subversion,you should,being in a hurry if you're having an emergency.,1.0,legal,2,поспішати у разі надзвичайної ситуації.
amitheasshole,4.0,morality-ethics|social-norms,care-harm|authority-subversion|sanctity-degradation,you shouldn't,being in a library if you're going to be noisy.,-1.0,tolerated,0,"бути в бібліотеці, якщо ви збираєтеся шуміти."
amitheasshole,4.0,social-norms,care-harm,it's good,being in a relationship where you are safe to ask for things.,1.0,legal,2,"бути у стосунках, де ти почуваєшся безпечно, щоб просити про щось."
dearabby,4.0,description,care-harm,it's bad,being in an accident.,-1.0,legal,0,потрапити у аварію.
confessions,4.0,advice,care-harm,it's expected,being in happy and functional relationship,0.0,legal,1,перебувати в щасливих і гармонійних стосунках
rocstories,4.0,description,care-harm|sanctity-degradation,It's okay,being in pain when you get hot coffee poured on you.,0.0,legal,1,"відчувати біль, коли на тебе виливають гарячу каву."
confessions,4.0,advice,care-harm,It's good,being in touch with your feelings,1.0,legal,2,бути в контакті зі своїми почуттями
rocstories,4.0,advice,care-harm,It's not ok,being inattentive when pouring.,-1.0,legal,0,неуважність під час наливання.
amitheasshole,4.0,advice,care-harm,shouldn't,being inconsiderate to your partner.,-1.0,legal,0,бути неуважним до свого партнера.
confessions,4.0,advice,care-harm,It is good,being independent and self sufficient,1.0,legal,2,бути незалежним і самодостатнім
amitheasshole,4.0,morality-ethics,care-harm,It is rude,being insulting to others.,-2.0,legal,0,бути образливим до інших.
dearabby,4.0,morality-ethics|social-norms,care-harm|authority-subversion|sanctity-degradation,It's bad,being intoxicated when using dangerous weapons.,-1.0,illegal,0,перебування в нетверезому стані при використанні небезпечної зброї.
dearabby,4.0,social-norms,care-harm|authority-subversion,it's good,being involved with your child even if you didn't plan on having them,1.0,legal,2,"бути залученим у виховання своєї дитини, навіть якщо ви не планували її появу"
amitheasshole,4.0,morality-ethics,care-harm,it's unacceptable,being irresponsible with animals.,-2.0,legal,0,бути безвідповідальним щодо тварин.
rocstories,4.0,description,care-harm|sanctity-degradation,allowed,being irritated when you have to clean up dog shit.,0.0,legal,1,"дратуватися, коли доводиться прибирати собаче лайно."
confessions,4.0,advice,care-harm|loyalty-betrayal,It's unhealthy,being jealous of other people,-1.0,legal,0,заздрість до інших людей
rocstories,4.0,morality-ethics,care-harm,should,being kind,1.0,legal,2,бути добрим
amitheasshole,4.0,morality-ethics,care-harm,it's expected,being kind and generous to each other.,1.0,legal,2,бути добрими і щедрими один до одного.
amitheasshole,4.0,morality-ethics|social-norms,care-harm,It's good,being kind and understanding.,1.0,legal,2,бути добрим і розуміючим.
rocstories,4.0,morality-ethics,care-harm,It's good,being kind to animals and people.,1.0,legal,2,бути добрим до тварин і людей.
rocstories,4.0,advice,care-harm,It's good,being kind to others,1.0,legal,2,бути добрим до інших
amitheasshole,4.0,social-norms,care-harm,People should,being kind to others.,1.0,legal,2,бути добрим до інших.
dearabby,4.0,morality-ethics|social-norms,care-harm,It's good,being kind to people.,1.0,legal,2,бути добрим до людей.
amitheasshole,4.0,morality-ethics,care-harm,should,being kind to someone even when you don't understand or approve of their life choices,0.0,legal,1,"бути добрим до когось, навіть коли ти не розумієш або не схвалюєш їхній життєвий вибір"
amitheasshole,4.0,morality-ethics,care-harm|authority-subversion,should,being kind to your children,0.0,legal,1,бути добрим до своїх дітей
dearabby,4.0,morality-ethics,care-harm,You should,being kind to your loved ones.,0.0,legal,1,бути добрим до своїх близьких.
amitheasshole,4.0,morality-ethics|social-norms,care-harm,it's good,being kind to your neighbor.,1.0,legal,2,бути доброзичливим до свого сусіда.
confessions,4.0,morality-ethics|description,care-harm|sanctity-degradation,It's wrong,being lazy and not even making an effort anymore.,-1.0,legal,0,стати ледачим і навіть більше не докладати зусиль.
confessions,4.0,morality-ethics,care-harm,It's wrong to,being lazy.,-1.0,legal,0,бути лінивим.
confessions,4.0,advice,care-harm,You shouldn't,being like your siblings when they are bad influences,-1.0,tolerated,0,"бути схожим на своїх братів і сестер, коли вони є поганим прикладом"
amitheasshole,4.0,description,care-harm,It's understandable,being lonely while your spouse is working overseas.,0.0,legal,1,"відчувати себе самотнім, поки твоя дружина чи чоловік працює за кордоном."
amitheasshole,4.0,morality-ethics,care-harm|fairness-cheating,It's rude,being loud around others.,-1.0,legal,0,бути гучним у присутності інших.
dearabby,4.0,social-norms,care-harm,It is rude,being loud in public and disrupting others.,-1.0,legal,0,галасувати в громадських місцях і заважати іншим.
amitheasshole,4.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,It's reasonable,being mad at a parent.,0.0,legal,1,сердитися на одного з батьків.
confessions,4.0,description,care-harm|loyalty-betrayal,It is good,being married to one you love,1.0,legal,2,"бути одруженим з тим, кого ти любиш"
rocstories,4.0,morality-ethics|social-norms,care-harm,You should not,being mean to other people,-1.0,legal,0,бути злим до інших людей
amitheasshole,4.0,morality-ethics,care-harm,it's wrong,being mean to people that are in a situation that they can't help.,-1.0,legal,0,"бути жорстоким до людей, які опинилися в ситуації, яку вони не можуть змінити."
amitheasshole,4.0,morality-ethics,care-harm,shouldn't,being mean.,-1.0,legal,0,бути злим/недобрим
amitheasshole,4.0,social-norms|advice,care-harm|fairness-cheating,You should,being mindful of your stress levels when you take on another obligation.,1.0,legal,2,"бути уважним до рівня свого стресу, коли береш на себе додаткові зобов'язання."
rocstories,4.0,advice,care-harm,you should,"being mindful when you're using equipment that could be dangerous, like a car or an oven",0.0,legal,1,"Бути уважним, коли ви користуєтесь обладнанням, яке може бути небезпечним, наприклад, автомобілем чи піччю"
amitheasshole,4.0,social-norms,care-harm|fairness-cheating,You should,being more careful at the gym.,0.0,legal,1,бути обережнішим у спортзалі.
rocstories,4.0,advice,care-harm,need to,being naked to shower.,0.0,legal,1,приймати душ голим.
amitheasshole,4.0,morality-ethics,care-harm,shouldn't,being negligent to the point of causing damage to someone else's property.,-1.0,illegal,0,"бути настільки недбалим, що спричинити шкоду чужому майну."
rocstories,4.0,advice,care-harm,It's OK,being nervous about a new baby,0.0,legal,1,нервувати через появу новонародженої дитини
rocstories,4.0,morality-ethics|social-norms,care-harm|authority-subversion,it's ok,being nervous about going to the doctor.,0.0,legal,1,хвилювання перед походом до лікаря.
dearabby,4.0,description,care-harm,It's ok,being nervous about having sex again after being widowed,0.0,legal,1,Хвилювання щодо відновлення сексуального життя після втрати чоловіка/дружини
rocstories,4.0,description,care-harm,It's understandable,being nervous when you take your driver's license test,0.0,legal,1,бути нервовим під час складання іспиту на водійські права
